Id	Part2b	Part2t	Part1	Scope	Language_Type	Ref_Name	Comment
mhm				I	L	Makhuwa-Moniga	
xsq				I	L	Makhuwa-Saka	
vmk				I	L	Makhuwa-Shirima	
mgf				I	L	Maklew	
zmh				I	E	Makolkol	
kde				I	L	Makonde	
lva				I	L	Maku'a	
mpu				I	L	Makuráp	
jmn				I	L	Makuri Naga	
ymk				I	L	Makwe	
umn				I	L	Makyan Naga	
mlf				I	L	Mal	
mkb				I	L	Mal Paharia	
gut				I	L	Maléku Jaíka	
ruy				I	L	Mala (Nigeria)	
ped				I	L	Mala (Papua New Guinea)	
ima				I	L	Mala Malasar	
ccm				I	L	Malaccan Creole Malay	
mcm				I	L	Malaccan Creole Portuguese	
mlg	mlg	mlg	mg	M	L	Malagasy	
mpb				I	L	Malak Malak	
mmt				I	L	Malalamai	
mln				I	L	Malango	
mjo				I	L	Malankuravan	
mjp				I	L	Malapandaram	
mjq				I	E	Malaryan	
mkr				I	L	Malas	
ymr				I	L	Malasar	
mjr				I	L	Malavedan	
lon				I	L	Malawi Lomwe	
swk				I	L	Malawi Sena	
lws				I	L	Malawian Sign Language	
zlm				I	L	Malay (individual language)	
msa	may	msa	ms	M	L	Malay (macrolanguage)	
mal	mal	mal	ml	I	L	Malayalam	
xdy				I	L	Malayic Dayak	
mlz				I	L	Malaynon	
mbp				I	L	Malayo	
xml				I	L	Malaysian Sign Language	
bfo				I	L	Malba Birifor	
mdy				I	L	Male (Ethiopia)	
mdc				I	L	Male (Papua New Guinea)	
pqm				I	L	Malecite-Passamaquoddy	
pkt				I	L	Maleng	
mgl				I	L	Maleu-Kilenge	
mlx				I	L	Malfaxal	
vml				I	E	Malgana	
mxf				I	L	Malgbe	
gcc				I	L	Mali	
mgq				I	L	Malila	
mzd				I	L	Malimba	
mli				I	L	Malimpung	
tcf				I	L	Malinaltepec Me'phaa	
mla				I	L	Malo	
mbk				I	L	Malol	
mlt	mlt	mlt	mt	I	L	Maltese	
mdl				I	L	Maltese Sign Language	
mll				I	L	Malua Bay	
mup				I	L	Malvi	
yga				I	E	Malyangapa	
mam				I	L	Mam	
mma				I	L	Mama	
mhf				I	L	Mamaa	
wmd				I	L	Mamaindé	
mmn				I	L	Mamanwa	
myk				I	L	Mamara Senoufo	
mqj				I	L	Mamasa	
mgm				I	L	Mambae	
mcs				I	L	Mambai	
mvd				I	L	Mamboru	
mgr				I	L	Mambwe-Lungu	
maw				I	L	Mampruli	
mqx				I	L	Mamuju	
emm				I	E	Mamulique	
kdf				I	L	Mamusi	
mdi				I	L	Mamvu	
mml				I	L	Man Met	
xmm				I	L	Manado Malay	
mva				I	L	Manam	
mle				I	L	Manambu	
nmm				I	L	Manangba	
znk				I	E	Manangkari	
mnc	mnc	mnc		I	L	Manchu	
zma				I	L	Manda (Australia)	
mha				I	L	Manda (India)	
mgs				I	L	Manda (Tanzania)	
mht				I	L	Mandahuaca	
mid				I	L	Mandaic	
mhq				I	L	Mandan	
zmk				I	E	Mandandanyi	
mdr	mdr	mdr		I	L	Mandar	
tbf				I	L	Mandara	
mqu				I	L	Mandari	
cmn				I	L	Mandarin Chinese	
mry				I	L	Mandaya	
mjl				I	L	Mandeali	
mqr				I	L	Mander	
man	man	man		M	L	Mandingo	
mnk				I	L	Mandinka	
mfv				I	L	Mandjak	
aax				I	L	Mandobo Atas	
bwp				I	L	Mandobo Bawah	
jet				I	L	Manem	
zng				I	L	Mang	
kby				I	L	Manga Kanuri	
mem				I	E	Mangala	
mrv				I	L	Mangareva	
mpc				I	L	Mangarrayi	
zns				I	L	Mangas	
myj				I	L	Mangayat	
mdj				I	L	Mangbetu	
mdk				I	L	Mangbutu	
zme				I	E	Mangerr	
mmo				I	L	Mangga Buang	
mqy				I	L	Manggarai	
mge				I	L	Mango	
mqc				I	L	Mangole	
mbh				I	L	Mangseng	
mom				I	E	Mangue	
xmn				I	H	Manichaean Middle Persian	
abd				I	L	Manide	
mnx				I	L	Manikion	
mqp				I	L	Manipa	
mni	mni	mni		I	L	Manipuri	
knf				I	L	Mankanya	
nlm				I	L	Mankiyali	
mju				I	L	Manna-Dora	
mjv				I	L	Mannan	
mev				I	L	Mano	
woo				I	L	Manombai	
msk				I	L	Mansaka	
mns				I	L	Mansi	
msw				I	L	Mansoanka	
myg				I	L	Manta	
nty				I	L	Mantsi	
kxf				I	L	Manumanaw Karen	
glv	glv	glv	gv	I	L	Manx	
mzj				I	L	Manya	
mny				I	L	Manyawa	
mxc				I	L	Manyika	
mzv				I	L	Manza	
nbi				I	L	Mao Naga	
mmd				I	L	Maonan	
swb				I	L	Maore Comorian	
mri	mao	mri	mi	I	L	Maori	
mlh				I	L	Mape	
mnm				I	L	Mapena	
mpy				I	L	Mapia	
mpw				I	L	Mapidian	
bzh				I	L	Mapos Buang	
mcg				I	L	Mapoyo	
arn	arn	arn		I	L	Mapudungun	
sjm				I	L	Mapun	
mch				I	L	Maquiritari	
mzr				I	L	Marúbo	
mrh				I	L	Mara Chin	
lri				I	L	Marachi	
vmh				I	L	Maraghei	
mrs				I	L	Maragus	
nma				I	L	Maram Naga	
lrm				I	L	Marama	
mrw				I	L	Maranao	
zmr				I	L	Maranunggu	
mgb				I	L	Mararit	
mar	mar	mar	mr	I	L	Marathi	
mvr				I	L	Marau	
mpg				I	L	Marba	
dsz				I	L	Mardin Sign Language	
mrx				I	L	Maremgi	
vmr				I	L	Marenje	
mvu				I	L	Marfa	
zmc				I	E	Margany	
mrt				I	L	Marghi Central	
mfm				I	L	Marghi South	
qvm				I	L	Margos-Yarowilca-Lauricocha Quechua	
mhg				I	L	Margu	
mbx				I	L	Mari (East Sepik Province)	
hob				I	L	Mari (Madang Province)	
chm	chm	chm		M	L	Mari (Russia)	
mrr				I	L	Maria (India)	
mds				I	L	Maria (Papua New Guinea)	
mrc				I	L	Maricopa	
zmd				I	L	Maridan	
zmj				I	L	Maridjabin	
dad				I	L	Marik	
zmm				I	L	Marimanindji	
mrz				I	L	Marind	
mbw				I	L	Maring	
nng				I	L	Maring Naga	
zmt				I	L	Maringarr	
mrb				I	L	Marino	
mqi				I	L	Mariri	
nsr				I	L	Maritime Sign Language	
msp				I	E	Maritsauá	
zmy				I	L	Mariyedi	
rkm				I	L	Marka	
enb				I	L	Markweeta	
rmz				I	L	Marma	
mvo				I	L	Marovo	
mec				I	L	Marra	
xru				I	L	Marriammu	
mfr				I	L	Marrithiyel	
umc				I	H	Marrucinian	
mah	mah	mah	mh	I	L	Marshallese	
ims				I	H	Marsian	
mre				I	E	Martha's Vineyard Sign Language	
zmg				I	L	Marti Ke	
mpj				I	L	Martu Wangka	
vma				I	E	Martuyhunira	
mhx				I	L	Maru	
mwr	mwr	mwr		M	L	Marwari	
rwr				I	L	Marwari (India)	
mve				I	L	Marwari (Pakistan)	
myx				I	L	Masaaba	
tis				I	L	Masadiit Itneg	
mas	mas	mas		I	L	Masai	
mls				I	L	Masalit	
mcn				I	L	Masana	
msb				I	L	Masbatenyo	
cuj				I	L	Mashco Piro	
jms				I	L	Mashi (Nigeria)	
mho				I	L	Mashi (Zambia)	
msh				I	L	Masikoro Malagasy	
ism				I	L	Masimasi	
bnf				I	L	Masiwang	
klv				I	L	Maskelynes	
msv				I	L	Maslam	
mes				I	L	Masmaje	
mdg				I	L	Massalat	
mvs				I	L	Massep	
mpq				I	L	Matís	
mtn				I	E	Matagalpa	
mfh				I	L	Matal	
wtb				I	L	Matambwe	
xmt				I	L	Matbat	
mgv				I	L	Matengo	
mqe				I	L	Matepi	
mbt				I	L	Matigsalug Manobo	
mzo				I	E	Matipuhy	
zml				I	E	Matngala	
met				I	L	Mato	
axg				I	E	Mato Grosso Arára	
mtm				I	E	Mator	
mcf				I	L	Matsés	
mvb				I	E	Mattole	
hlt				I	L	Matu Chin	
mjk				I	L	Matukar	
mgw				I	L	Matumbi	
stj				I	L	Matya Samo	
mph				I	L	Maung	
lsy				I	L	Mauritian Sign Language	
mhl				I	L	Mauwake	
mcw				I	L	Mawa (Chad)	
wma				I	E	Mawa (Nigeria)	
mjj				I	L	Mawak	
mcz				I	L	Mawan	
mzx				I	L	Mawayana	
mke				I	L	Mawchi	
mgk				I	L	Mawes	
mbl				I	L	Maxakalí	
mxl				I	L	Maxi Gbe	
sym				I	L	Maya Samo	
xmy				I	L	Mayaguduna	
yan				I	L	Mayangna	
yxa				I	E	Mayawali	
myc				I	L	Mayeka	
xyk				I	E	Mayi-Kulan	
xyt				I	E	Mayi-Thakurti	
xyj				I	E	Mayi-Yapi	
mfy				I	L	Mayo	
mdm				I	L	Mayogo	
ifu				I	L	Mayoyao Ifugao	
dkx				I	L	Mazagway	
zpy				I	L	Mazaltepec Zapotec	
mzn				I	L	Mazanderani	
vmz				I	L	Mazatlán Mazatec	
mzl				I	L	Mazatlán Mixe	
mfc				I	L	Mba	
mdp				I	L	Mbala	
lnb				I	L	Mbalanhu	
zmz				I	L	Mbandja	
mxg				I	L	Mbangala	
mgn				I	L	Mbangi	
zmn				I	L	Mbangwe	
mvl				I	E	Mbara (Australia)	
mpk				I	L	Mbara (Chad)	
zmv				I	E	Mbariman-Gudhinma	
mdn				I	L	Mbati	
gwa				I	L	Mbato	
myb				I	L	Mbay	
mfo				I	L	Mbe	
mtk				I	L	Mbe'	
mql				I	L	Mbelime	
mdt				I	L	Mbere	
zms				I	L	Mbesa	
emz				I	L	Mbessa	
mbo				I	L	Mbo (Cameroon)	
zmw				I	L	Mbo (Democratic Republic of Congo)	
moi				I	L	Mboi	
mdu				I	L	Mboko	
mdq				I	L	Mbole	
xmb				I	L	Mbonga	
bgu				I	L	Mbongno	
mdw				I	L	Mbosi	
mxo				I	L	Mbowe	
mka				I	L	Mbre	
xmd				I	L	Mbudum	
mhd				I	L	Mbugu	
mgz				I	L	Mbugwe	
bpc				I	L	Mbuk	
mqb				I	L	Mbuko	
mhw				I	L	Mbukushu	
mna				I	L	Mbula	
mbu				I	L	Mbula-Bwazza	
mlb				I	L	Mbule	
mbv				I	L	Mbulungish	
mdd				I	L	Mbum	
mck				I	L	Mbunda	
mgy				I	L	Mbunga	
bbt				I	L	Mburku	
mfu				I	L	Mbwela	
gun				I	L	Mbyá Guaraní	
mym				I	L	Me'en	
mjm				I	L	Medebur	
dmf				I	E	Medefaidrin	
mue				I	L	Media Lengua	
xme				I	H	Median	
mud				I	L	Mednyj Aleut	
byv				I	L	Medumba	
mfj				I	L	Mefele	
mef				I	L	Megam	
ruq				I	L	Megleno Romanian	
nux				I	L	Mehek	
mmh				I	L	Mehináku	
gdq				I	L	Mehri	
mek				I	L	Mekeo	
mvk				I	L	Mekmek	
msf				I	L	Mekwei	
hkn				I	L	Mel-Khaonh	
mxe				I	L	Mele-Fila	
mfx				I	L	Melo	
med				I	L	Melpa	
mby				I	L	Memoni	
xkd				I	L	Mendalam Kayan	
mfd				I	L	Mendankwe-Nkwen	
sim				I	L	Mende (Papua New Guinea)	
men	men	men		I	L	Mende (Sierra Leone)	
xmg				I	L	Mengaka	
mee				I	L	Mengen	
mct				I	L	Mengisa	
mea				I	L	Menka	
mez				I	L	Menominee	
mwv				I	L	Mentawai	
mcr				I	L	Menya	
mvx				I	L	Meoswar	
mnu				I	L	Mer	
mxm				I	L	Meramera	
lmb				I	L	Merei	
meq				I	L	Merey	
ulk				I	L	Meriam Mir	
mrm				I	L	Merlav	
xmr				I	H	Meroitic	
mer				I	L	Meru	
wry				I	L	Merwari	
iyo				I	L	Mesaka	
apm				I	L	Mescalero-Chiricahua Apache	
mci				I	L	Mese	
sac				I	L	Meskwaki	
zim				I	L	Mesme	
mys				I	E	Mesmes	
acm				I	L	Mesopotamian Arabic	
mvz				I	L	Mesqan	
cms				I	H	Messapic	
mgo				I	L	Meta'	
mxv				I	L	Metlatónoc Mixtec	
mtr				I	L	Mewari	
wtm				I	L	Mewati	
mfs				I	L	Mexican Sign Language	
mej				I	L	Meyah	
pbe				I	L	Mezontla Popoloca	
ote				I	L	Mezquital Otomi	
zmf				I	L	Mfinu	
nfu				I	L	Mfumte	
pmh				I	H	Māhārāṣṭri Prākrit	
gmz				I	L	Mgbolizhia	
mic	mic	mic		I	L	Mi'kmaq	
zam				I	L	Miahuatlán Zapotec	
mia				I	L	Miami	
mpt				I	L	Mian	
pla				I	L	Miani	
crg				I	L	Michif	
cmm				I	E	Michigamea	
mmc				I	L	Michoacán Mazahua	
ncl				I	L	Michoacán Nahuatl	
dnt				I	L	Mid Grand Valley Dani	
bjo				I	L	Mid-Southern Banda	
axm				I	H	Middle Armenian	
xbm				I	H	Middle Breton	
cnx				I	H	Middle Cornish	
dum	dum	dum		I	H	Middle Dutch (ca. 1050-1350)	
enm	enm	enm		I	H	Middle English (1100-1500)	
frm	frm	frm		I	H	Middle French (ca. 1400-1600)	
gmh	gmh	gmh		I	H	Middle High German (ca. 1050-1500)	
htx				I	H	Middle Hittite	
mga	mga	mga		I	H	Middle Irish (900-1200)	
xhm				I	H	Middle Khmer (1400 to 1850 CE)	
okm				I	H	Middle Korean (10th-16th cent.)	
gml				I	H	Middle Low German	
xng				I	H	Middle Mongolian	
nwx				I	H	Middle Newar	
mpl				I	L	Middle Watut	
wlm				I	H	Middle Welsh	
mei				I	L	Midob	
mmy				I	L	Migaama	
mpp				I	L	Migabac	
klm				I	L	Migum	
mxj				I	L	Miju-Mishmi	
mik				I	L	Mikasuki	
ymh				I	L	Mili	
mlj				I	L	Miltu	
iml				I	E	Miluk	
imy				I	H	Milyan	
mnp				I	L	Min Bei Chinese	
cdo				I	L	Min Dong Chinese	
nan				I	L	Min Nan Chinese	
czo				I	L	Min Zhong Chinese	
hna				I	L	Mina (Cameroon)	
inm				I	H	Minaean	
xrg				I	E	Minang	
min	min	min		I	L	Minangkabau	
mcv				I	L	Minanibai	
mvn				I	L	Minaveha	
drc				I	L	Minderico	
mpn				I	L	Mindiri	
mko				I	L	Mingang Doso	
xmf				I	L	Mingrelian	
hto				I	L	Minica Huitoto	
wii				I	L	Minidien	
xjb				I	E	Minjungbal	
xxm				I	E	Minkin	
omn				I	H	Minoan	
mqq				I	L	Minokok	
mnq				I	L	Minriq	
mzt				I	L	Mintil	
zgm				I	L	Minz Zhuang	
yiq				I	L	Miqie	
mwl	mwl	mwl		I	L	Mirandese	
rbl				I	L	Miraya Bikol	
zrg				I	L	Mirgan	
mmv				I	E	Miriti	
mep				I	L	Miriwoong	
rsm				I	L	Miriwoong Sign Language	
gmr				I	L	Mirning	
mjs				I	L	Miship	
mpx				I	L	Misima-Panaeati	
mrg				I	L	Mising	
zaw				I	L	Mitla Zapotec	
vmm				I	L	Mitlatongo Mixtec	
mwu				I	E	Mittu	
zmq				I	L	Mituku	
mpo				I	L	Miu	
vmi				I	E	Miwa	
gac				I	L	Mixed Great Andamanese	
mix				I	L	Mixtepec Mixtec	
zpm				I	L	Mixtepec Zapotec	
mkf				I	L	Miya	
mvi				I	L	Miyako	
ehs				I	L	Miyakubo Sign Language	
soy				I	L	Miyobe	
mra				I	L	Mlabri	
lhs				I	E	Mlahsö	
kja				I	L	Mlap	
mlo				I	L	Mlomp	
mmu				I	L	Mmaala	
bfm				I	L	Mmen	
gbn				I	L	Mo'da	
obm				I	H	Moabite	
mfq				I	L	Moba	
mod				I	E	Mobilian	
ahm				I	L	Mobumrin Aizi	
jkm				I	L	Mobwa Karen	
old				I	L	Mochi	
omc				I	E	Mochica	
mhc				I	L	Mocho	
moc				I	L	Mocoví	
mxd				I	L	Modang	
ell	gre	ell	el	I	L	Modern Greek (1453-)	
mqo				I	L	Modole	
mvq				I	L	Moere	
mif				I	L	Mofu-Gudur	
mhj				I	L	Mogholi	
mfg				I	L	Mogofin	
mou				I	L	Mogum	
mov				I	L	Mohave	
moh	moh	moh		I	L	Mohawk	
xpq				I	E	Mohegan-Pequot	
mow				I	L	Moi (Congo)	
mxn				I	L	Moi (Indonesia)	
mkp				I	L	Moikodi	
mwz				I	L	Moingi	
ymi				I	L	Moji	
mqt				I	L	Mok	
wnb				I	L	Mokati	
mwt				I	L	Moken	
mft				I	L	Mokerang	
mkj				I	L	Mokilese	
mkm				I	L	Moklen	
mkl				I	L	Mokole	
bri				I	L	Mokpwe	
vms				I	E	Moksela	
mdf	mdf	mdf		I	L	Moksha	
mbe				I	E	Molale	
pwm				I	L	Molbog	
vsi				I	L	Moldova Sign Language	
bxc				I	L	Molengue	
mox				I	L	Molima	
aun				I	L	Molmo One	
zmo				I	L	Molo	
msl				I	L	Molof	
mlw				I	L	Moloko	
ver				I	L	Mom Jango	
myl				I	L	Moma	
msz				I	L	Momare	
dmb				I	L	Mombo Dogon	
mso				I	L	Mombum	
mmb				I	L	Momina	
mqf				I	L	Momuna	
mnw				I	L	Mon	
mzg				I	L	Monastic Sign Language	
mnd				I	L	Mondé	
npn				I	L	Mondropolon	
lol	lol	lol		I	L	Mongo	
mgt				I	L	Mongol	
bxm				I	L	Mongolia Buriat	
mon	mon	mon	mn	M	L	Mongolian	
msr				I	L	Mongolian Sign Language	
mog				I	L	Mongondow	
mnz				I	L	Moni	
mru				I	L	Mono (Cameroon)	
mnh				I	L	Mono (Democratic Republic of Congo)	
mte				I	L	Mono (Solomon Islands)	
mnr				I	L	Mono (USA)	
moo				I	L	Monom	
nmh				I	L	Monsang Naga	
cnr	cnr	cnr		I	L	Montenegrin	
mtl				I	L	Montol	
mxk				I	L	Monumbo	
moj				I	L	Monzombo	
gwg				I	L	Moo	
crm				I	L	Moose Cree	
mop				I	L	Mopán Maya	
moq				I	L	Mor (Bomberai Peninsula)	
mhz				I	L	Mor (Mor Islands)	
msg				I	L	Moraid	
mze				I	L	Morawa	
nhm				I	L	Morelos Nahuatl	
xmo				I	L	Morerebi	
msx				I	L	Moresada	
mzq				I	L	Mori Atas	
xmz				I	L	Mori Bawah	
mdb				I	L	Morigi	
rrm				I	E	Moriori	
mfe				I	L	Morisyen	
mor				I	L	Moro	
ary				I	L	Moroccan Arabic	
xms				I	L	Moroccan Sign Language	
mgc				I	L	Morokodo	
bdo				I	L	Morom	
mqn				I	L	Moronene	
mok				I	L	Morori	
mrp				I	L	Morouas	
umg				I	E	Morrobalama	
mrl				I	L	Mortlockese	
mgd				I	L	Moru	
mqv				I	L	Mosimo	
mtj				I	L	Moskona	
mos	mos	mos		I	L	Mossi	
mtt				I	L	Mota	
mlv				I	L	Motlav	
meu				I	L	Motu	
mwh				I	L	Mouk-Aria	
cty				I	L	Moundadan Chetty	
kpx				I	L	Mountain Koiali	
jmw				I	L	Mouwase	
mzp				I	L	Movima	
ity				I	L	Moyadan Itneg	
nmo				I	L	Moyon Naga	
mzy				I	L	Mozambican Sign Language	
mxi				I	H	Mozarabic	
mpi				I	L	Mpade	
xpj				I	E	Mpalitjanh	
mpz				I	L	Mpi	
mcx				I	L	Mpiemo	
pnd				I	L	Mpinda	
mpa				I	L	Mpoto	
mvt				I	L	Mpotovoro	
mgg				I	L	Mpumpong	
zmp				I	L	Mpuono	
akc				I	L	Mpur	
cmr				I	L	Mro-Khimi Chin	
mro				I	L	Mru	
kqx				I	L	Mser	
atl				I	L	Mt. Iraya Agta	
agz				I	L	Mt. Iriga Agta	
ukk				I	L	Muak Sa-aak	
mtd				I	L	Mualang	
tsx				I	L	Mubami	
mub				I	L	Mubi	
ymd				I	L	Muda	
dmw				I	L	Mudburra	
gau				I	L	Mudhili Gadaba	
vmd				I	L	Mudu Koraga	
udg				I	L	Muduga	
aoj				I	L	Mufian	
muk				I	L	Mugom	
bmr				I	L	Muinane	
mmk				I	L	Mukha-Dora	
moz				I	L	Mukulu	
mfw				I	E	Mulaha	
mlm				I	L	Mulam	
giu				I	L	Mulao	
mvh				I	L	Mulgi	
kpb				I	L	Mullu Kurumba	
mul	mul	mul		S	S	Multiple languages	
vmu				I	E	Muluridyi	
kqa				I	L	Mum	
mzm				I	L	Mumuye	
mnb				I	L	Muna	
unx				I	L	Munda	
boe				I	L	Mundabli	
mua				I	L	Mundang	
mnf				I	L	Mundani	
unr				I	L	Mundari	
mmf				I	L	Mundat	
myu				I	L	Mundurukú	
mhk				I	L	Mungaka	
mth				I	L	Munggui	
mpv				I	L	Mungkip	
myr				I	L	Muniche	
mtc				I	L	Munit	
mnj				I	L	Munji	
umu				I	L	Munsee	
mtq				I	L	Muong	
tkv				I	L	Mur Pano	
asx				I	L	Muratayak	
mxr				I	L	Murik (Malaysia)	
mtf				I	L	Murik (Papua New Guinea)	
rmh				I	L	Murkim	
mur				I	L	Murle	
mwf				I	L	Murrinh-Patha	
muz				I	L	Mursi	
huu				I	L	Murui Huitoto	
mqw				I	L	Murupi	
zmu				I	E	Muruwari	
mmq				I	L	Musak	
mmi				I	L	Musar	
smm				I	L	Musasa	
mse				I	L	Musey	
mug				I	L	Musgu	
xma				I	L	Mushungulu	
mui				I	L	Musi	
mje				I	E	Muskum	
ttt				I	L	Muslim Tat	
msu				I	L	Musom	
emi				I	L	Mussau-Emira	
muv				I	L	Muthuvan	
tuc				I	L	Mutu	
muy				I	L	Muyang	
myw				I	L	Muyuw	
ymz				I	L	Muzi	
mcj				I	L	Mvanip	
mxh				I	L	Mvuba	
sur				I	L	Mwaghavul	
wlc				I	L	Mwali Comorian	
moa				I	L	Mwan	
wmw				I	L	Mwani	
mwa				I	L	Mwatebu	
mwe				I	L	Mwera (Chimwera)	
mjh				I	L	Mwera (Nyasa)	
mws				I	L	Mwimbi-Muthambi	
ysm				I	L	Myanmar Sign Language	
gmy				I	H	Mycenaean Greek	
mye				I	L	Myene	
yms				I	H	Mysian	
nme				I	L	Mzieme Naga	
nqo	nqo	nqo		I	L	N'Ko	
ngh				I	L	Nǁng	
neo				I	L	Ná-Meo	
hux				I	L	Nüpode Huitoto	
nee				I	L	Nêlêmwa-Nixumwak	
nbt				I	L	Na	
nck				I	L	Na-kara	
nao				I	L	Naaba	
bzv				I	L	Naami	
nas				I	L	Naasioi	
mne				I	L	Naba	
naf				I	L	Nabak	
mty				I	L	Nabi	
ncd				I	L	Nachering	
mbj				I	L	Nadëb	
ndf				I	H	Nadruvian	
nfr				I	L	Nafaanra	
srf				I	L	Nafi	
nxx				I	L	Nafri	
jbn				I	L	Nafusi	
nag				I	L	Naga Pidgin	
nbg				I	L	Nagarchal	
nxe				I	L	Nage	
ngv				I	E	Nagumi	
nlx				I	L	Nahali	
nhh				I	L	Nahari	
bio				I	L	Nai	
ars				I	L	Najdi Arabic	
nae				I	E	Naka'ela	
nkj				I	L	Nakai	
nib				I	L	Nakame	
nak				I	L	Nakanai	
nbk				I	L	Nake	
mff				I	L	Naki	
nax				I	L	Nakwi	
nlz				I	L	Nalögo	
nlc				I	L	Nalca	
nss				I	L	Nali	
nal				I	L	Nalik	
naj				I	L	Nalu	
ylo				I	L	Naluo Yi	
nmx				I	L	Nama (Papua New Guinea)	
nmk				I	L	Namakura	
nkm				I	L	Namat	
ncm				I	L	Nambo	
nmq				I	L	Nambya	
nnm				I	L	Namia	
nvm				I	L	Namiae	
nbs				I	L	Namibian Sign Language	
naa				I	L	Namla	
mxw				I	L	Namo	
nmt				I	L	Namonuito	
bwb				I	L	Namosi-Naitasiri-Serua	
nmy				I	L	Namuyi	
gld				I	L	Nanai	
nnc				I	L	Nancere	
nnb				I	L	Nande	
niq				I	L	Nandi	
sen				I	L	Nanerigé Sénoufo	
nzz				I	L	Nanga Dama Dogon	
nnk				I	L	Nankina	
cox				I	L	Nanti	
nnt				I	E	Nanticoke	
afk				I	L	Nanubae	
qvo				I	L	Napo Lowland Quechua	
npy				I	L	Napu	
npa				I	L	Nar Phu	
nrb				I	L	Nara	
nac				I	L	Narak	
nrg				I	L	Narango	
rnr				I	E	Nari Nari	
nhr				I	L	Naro	
nrm				I	L	Narom	
xnt				I	E	Narragansett	
nru				I	L	Narua	
nnr				I	E	Narungga	
nsy				I	L	Nasal	
nvh				I	L	Nasarian	
nsk				I	L	Naskapi	
ntu				I	L	Natügu	
ntz				I	L	Natanzi	
ncz				I	E	Natchez	
ntm				I	L	Nateni	
nte				I	L	Nathembo	
nti				I	L	Natioro	
nxa				I	L	Nauete	
ynk				I	L	Naukan Yupik	
ncn				I	L	Nauna	
nwo				I	E	Nauo	
nau	nau	nau	na	I	L	Nauru	
nav	nav	nav	nv	I	L	Navajo	
nsw				I	L	Navut	
nwr				I	L	Nawaru	
nwa				I	E	Nawathinehena	
nmz				I	L	Nawdm	
naw				I	L	Nawuri	
nxq				I	L	Naxi	
noz				I	L	Nayi	
nyq				I	L	Nayini	
ncr				I	L	Ncane	
nlu				I	L	Nchumbulu	
nnz				I	L	Nda'nda'	
gke				I	L	Ndai	
ndk				I	L	Ndaka	
ndh				I	L	Ndali	
ndm				I	L	Ndam	
ndj				I	L	Ndamba	
nxo				I	L	Ndambomo	
nda				I	L	Ndasa	
ndc				I	L	Ndau	
ned				I	L	Nde-Gbite	
ndd				I	L	Nde-Nsele-Nta	
nml				I	L	Ndemli	
dne				I	L	Ndendeule	
ndg				I	L	Ndengereko	
eli				I	E	Nding	
ndp				I	L	Ndo	
ndw				I	L	Ndobo	
nbb				I	L	Ndoe	
ndz				I	L	Ndogo	
ndl				I	L	Ndolo	
nqm				I	L	Ndom	
ndq				I	L	Ndombe	
njd				I	L	Ndonde Hamba	
ndo	ndo	ndo	ng	I	L	Ndonga	
ndr				I	L	Ndoola	
dgt				I	E	Ndra'ngith	
dno				I	L	Ndrulo	
ndx				I	L	Nduga	
nmd				I	L	Ndumu	
nuh				I	L	Ndunda	
ndt				I	L	Ndunga	
ndv				I	L	Ndut	
nww				I	L	Ndwewe	
njt				I	L	Ndyuka-Trio Pidgin	
wni				I	L	Ndzwani Comorian	
nap	nap	nap		I	L	Neapolitan	
nec				I	L	Nedebang	
nef				I	L	Nefamese	
dcr				I	E	Negerhollands	
zmi				I	L	Negeri Sembilan Malay	
neg				I	L	Negidal	
nsn				I	L	Nehan	
nif				I	L	Nek	
nkg				I	L	Nekgini	
nej				I	L	Neko	
nek				I	L	Neku	
gsn				I	L	Nema	
nex				I	L	Neme	
nem				I	L	Nemi	
nqn				I	L	Nen	
anh				I	L	Nend	
yrk				I	L	Nenets	
nen				I	L	Nengone	
neu				I	C	Neo	
nei				I	H	Neo-Hittite	
nsp				I	L	Nepalese Sign Language	
npi				I	L	Nepali (individual language)	
nep	nep	nep	ne	M	L	Nepali (macrolanguage)	
net				I	L	Nete	
jas				I	L	New Caledonian Javanese	
nzs				I	L	New Zealand Sign Language	
new	new	new		I	L	Newari	
ney				I	L	Neyo	
nez				I	L	Nez Perce	
gym				I	L	Ngäbere	
ntj				I	L	Ngaanyatjarra	
nxg				I	L	Ngad'a	
nju				I	L	Ngadjunmaya	
jui				I	E	Ngadjuri	
nnf				I	L	Ngaing	
nij				I	L	Ngaju	
nud				I	L	Ngala	
nig				I	E	Ngalakgan	
szb				I	L	Ngalum	
nmc				I	L	Ngam	
nbv				I	L	Ngamambo	
sba				I	L	Ngambay	
nmv				I	E	Ngamini	
nbh				I	L	Ngamo	
nam				I	L	Ngan'gityemerri	
xnk				I	E	Nganakarti	
nio				I	L	Nganasan	
nid				I	E	Ngandi	
ngd				I	L	Ngando (Central African Republic)	
nxd				I	L	Ngando (Democratic Republic of Congo)	
nne				I	L	Ngandyera	
gng				I	L	Ngangam	
ntg				I	E	Ngantangarra	
nyx				I	E	Nganyaywana	
rxd				I	L	Ngardi	
xni				I	E	Ngarigu	
ung				I	L	Ngarinyin	
nbj				I	L	Ngarinyman	
nrk				I	L	Ngarla	
nrl				I	L	Ngarluma	
nay				I	E	Ngarrindjeri	
anc				I	L	Ngas	
nsg				I	L	Ngasa	
ngm				I	L	Ngatik Men's Creole	
cnw				I	L	Ngawn Chin	
nxn				I	E	Ngawun	
nwg				I	E	Ngayawung	
