Id	Part2b	Part2t	Part1	Scope	Language_Type	Ref_Name	Comment
bdv				I	L	Bodo Parja	
bff				I	L	Bofi	
bvw				I	L	Boga	
boq				I	L	Bogaya	
bux				I	L	Boghom	
bqu				I	L	Boguru	
bhn				I	L	Bohtan Neo-Aramaic	
bzf				I	L	Boikin	
ybk				I	L	Bokha	
bqc				I	L	Boko (Benin)	
bkp				I	L	Boko (Democratic Republic of Congo)	
bus				I	L	Bokobaru	
bdt				I	L	Bokoto	
bky				I	L	Bokyi	
bnp				I	L	Bola	
bld				I	L	Bolango	
bol				I	L	Bole	
xbo				I	H	Bolgarian	
bvo				I	L	Bolgo	
bli				I	L	Bolia	
smk				I	L	Bolinao	
bvl				I	L	Bolivian Sign Language	
bkt				I	L	Boloki	
bof				I	L	Bolon	
bzm				I	L	Bolondo	
blj				I	L	Bolongan	
ply				I	L	Bolyu	
bmf				I	L	Bom-Kim	
boh				I	L	Boma	
bml				I	L	Bomboli	
bws				I	L	Bomboma	
zmx				I	L	Bomitaba	
bmq				I	L	Bomu	
bmw				I	L	Bomwali	
glc				I	L	Bon Gula	
peh				I	L	Bonan	
bou				I	L	Bondei	
bfw				I	L	Bondo	
kzc				I	L	Bondoukou Kulango	
dbu				I	L	Bondum Dom Dogon	
bna				I	L	Bonerate	
bnv				I	L	Bonerif	
bdg				I	L	Bonggi	
bpg				I	L	Bonggo	
bui				I	L	Bongili	
bot				I	L	Bongo	
bpu				I	L	Bongu	
bok				I	L	Bonjo	
bvg				I	L	Bonkeng	
bop				I	L	Bonkiman	
bnc				M	L	Bontok	
bnb				I	L	Bookan	
bnl				I	L	Boon	
bvf				I	L	Boor	
bor				I	L	Borôro	
boa				I	L	Bora	
gax				I	L	Borana-Arsi-Guji Oromo	
kvn				I	L	Border Kuna	
gai				I	L	Borei	
fue				I	L	Borgu Fulfulde	
bwo				I	L	Boro (Ethiopia)	
xxb				I	E	Boro (Ghana)	
ksr				I	L	Borong	
brn				I	L	Boruca	
bwf				I	L	Boselewa	
bqs				I	L	Bosngun	
bos	bos	bos	bs	I	L	Bosnian	
bmj				I	L	Bote-Majhi	
bph				I	L	Botlikh	
sbl				I	L	Botolan Sambal	
nku				I	L	Bouna Kulango	
suo				I	L	Bouni	
pcc				I	L	Bouyei	
bzo				I	L	Bozaba	
aof				I	L	Bragat	
brh				I	L	Brahui	
bra	bra	bra		I	L	Braj	
brb				I	L	Brao	
bzs				I	L	Brazilian Sign Language	
buq				I	L	Brem	
brq				I	L	Breri	
bre	bre	bre	br	I	L	Breton	
bzd				I	L	Bribri	
rib				I	L	Bribri Sign Language	
bzt				I	C	Brithenig	
bfi				I	L	British Sign Language	
bro				I	L	Brokkat	
sgt				I	L	Brokpake	
bkk				I	L	Brokskat	
plw				I	L	Brooke's Point Palawano	
bpl				I	L	Broome Pearling Lugger Pidgin	
rnb				I	L	Brunca Sign Language	
kxd				I	L	Brunei	
bsb				I	L	Brunei Bisaya	
xpz				I	E	Bruny Island Tasmanian	
zbu				I	L	Bu (Bauchi State)	
jid				I	L	Bu (Kaduna State)	
bwx				I	L	Bu-Nao Bunu	
bub				I	L	Bua	
cbl				I	L	Bualkhaw Chin	
box				I	L	Buamu	
bvb				I	L	Bube	
buw				I	L	Bubi	
bbx				I	L	Bubia	
stt				I	L	Budeh Stieng	
btp				I	L	Budibud	
bdx				I	L	Budong-Budong	
buu				I	L	Budu	
bdk				I	L	Budukh	
bdm				I	L	Buduma	
bja				I	L	Budza	
bbh				I	L	Bugan	
buk				I	L	Bugawac	
bgt				I	L	Bughotu	
bug	bug	bug		I	L	Buginese	
sab				I	L	Buglere	
bgg				I	L	Bugun	
ubl				I	L	Buhi'non Bikol	
bku				I	L	Buhid	
bxh				I	L	Buhutu	
sdo				I	L	Bukar-Sadung Bidayuh	
bvk				I	L	Bukat	
bhh				I	L	Bukharic	
bvu				I	L	Bukit Malay	
bkn				I	L	Bukitan	
ape				I	L	Bukiyip	
tkb				I	L	Buksa	
bxk				I	L	Bukusu	
buz				I	L	Bukwen	
bul	bul	bul	bg	I	L	Bulgarian	
bqn				I	L	Bulgarian Sign Language	
bmp				I	L	Bulgebi	
uly				I	L	Buli	
bwu				I	L	Buli (Ghana)	
bzq				I	L	Buli (Indonesia)	
buy				I	L	Bullom So	
sti				I	L	Bulo Stieng	
bum				I	L	Bulu (Cameroon)	
bjl				I	L	Bulu (Papua New Guinea)	
bmv				I	L	Bum	
byp				I	L	Bumaji	
bvp				I	L	Bumang	
aon				I	L	Bumbita Arapesh	
kjz				I	L	Bumthangkha	
buv				I	L	Bun	
bvn				I	L	Buna	
bfn				I	L	Bunak	
bdd				I	L	Bunama	
bns				I	L	Bundeli	
bqd				I	L	Bung	
but				I	L	Bungain	
xbg				I	E	Bunganditj	
bkz				I	L	Bungku	
wun				I	L	Bungu	
dgb				I	L	Bunoge Dogon	
bck				I	L	Bunuba	
bnn				I	L	Bunun	
blf				I	L	Buol	
bwr				I	L	Bura-Pabir	
bys				I	L	Burak	
bkg				I	L	Buraka	
bvr				I	L	Burarra	
bti				I	L	Burate	
bxn				I	L	Burduna	
bvh				I	L	Bure	
bua	bua	bua		M	L	Buriat	
bji				I	L	Burji	
vrt				I	L	Burmbar	
mya	bur	mya	my	I	L	Burmese	
bzu				I	L	Burmeso	
mhs				I	L	Buru (Indonesia)	
bqw				I	L	Buru (Nigeria)	
bry				I	L	Burui	
aip				I	L	Burumakok	
bdi				I	L	Burun	
lsb				I	L	Burundian Sign Language	
bds				I	L	Burunge	
bsk				I	L	Burushaski	
bqr				I	L	Burusu	
asi				I	L	Buruwai	
bqp				I	L	Busa	
bxs				I	L	Busam	
bsm				I	L	Busami	
bfg				I	L	Busang Kayan	
buc				I	L	Bushi	
buf				I	L	Bushoong	
bso				I	L	Buso	
bup				I	L	Busoa	
dox				I	L	Bussa	
bju				I	L	Busuu	
kyb				I	L	Butbut Kalinga	
bnr				I	L	Butmas-Tur	
btw				I	L	Butuanon	
bhs				I	L	Buwal	
byi				I	L	Buyu	
jiy				I	L	Buyuan Jinuo	
bww				I	L	Bwa	
bwd				I	L	Bwaidoka	
tte				I	L	Bwanabwana	
bwa				I	L	Bwatoo	
bwe				I	L	Bwe Karen	
bwl				I	L	Bwela	
bwc				I	L	Bwile	
bwz				I	L	Bwisi	
bee				I	L	Byangsi	
mkk				I	L	Byep	
dri				I	L	C'Lela	
cnc				I	L	Côông	
qxr				I	L	Cañar Highland Quichua	
nat				I	L	Ca̱hungwa̱rya̱	
msq				I	L	Caac	
cjp				I	L	Cabécar	
cbb				I	L	Cabiyarí	
miu				I	L	Cacaloxtepec Mixtec	
ccr				I	E	Cacaopera	
roc				I	L	Cacgia Roglai	
cbv				I	L	Cacua	
cad	cad	cad		I	L	Caddo	
ccd				I	L	Cafundo Creole	
cah				I	L	Cahuarano	
chl				I	L	Cahuilla	
qvc				I	L	Cajamarca Quechua	
qvl				I	L	Cajatambo North Lima Quechua	
zad				I	L	Cajonos Zapotec	
frc				I	L	Cajun French	
ckx				I	L	Caka	
ckz				I	L	Cakchiquel-Quiché Mixed Language	
cky				I	L	Cakfem-Mushere	
rmq				I	L	Caló	
tbk				I	L	Calamian Tagbanwa	
qud				I	L	Calderón Highland Quichua	
caw				I	L	Callawalla	
clu				I	L	Caluyanun	
csx				I	L	Cambodian Sign Language	
mcu				I	L	Cameroon Mambila	
wes				I	L	Cameroon Pidgin	
rab				I	L	Camling	
cml				I	L	Campalagian	
sro				I	L	Campidanese Sardinian	
kbh				I	L	Camsá	
cmt				I	L	Camtho	
xcc				I	H	Camunic	
cbu				I	L	Candoshi-Shapra	
ram				I	L	Canela	
caz				I	E	Canichana	
mlc				I	L	Cao Lan	
cov				I	L	Cao Miao	
kaq				I	L	Capanahua	
cps				I	L	Capiznon	
cpg				I	E	Cappadocian Greek	
cot				I	L	Caquinte	
caq				I	L	Car Nicobarese	
cfd				I	L	Cara	
cby				I	L	Carabayo	
crf				I	E	Caramanta	
cbc				I	L	Carapana	
xcr				I	H	Carian	
hns				I	L	Caribbean Hindustani	
jvn				I	L	Caribbean Javanese	
cbd				I	L	Carijona	
crr				I	E	Carolina Algonquian	
cal				I	L	Carolinian	
rmc				I	L	Carpathian Romani	
crx				I	L	Carrier	
cbr				I	L	Cashibo-Cacataibo	
cbs				I	L	Cashinahua	
dgc				I	L	Casiguran Dumagat Agta	
asc				I	L	Casuarina Coast Asmat	
cat	cat	cat	ca	I	L	Catalan	
csc				I	L	Catalan Sign Language	
chc				I	E	Catawba	
cav				I	L	Cavineña	
cyb				I	E	Cayubaba	
cay				I	L	Cayuga	
xcy				I	E	Cayuse	
sef				I	L	Cebaara Senoufo	
ceb	ceb	ceb		I	L	Cebuano	
xce				I	H	Celtiberian	
cam				I	L	Cemuhî	
cen				I	L	Cen	
cet				I	L	Centúúm	
cns				I	L	Central Asmat	
tzm				I	L	Central Atlas Tamazight	
awu				I	L	Central Awyu	
ayr				I	L	Central Aymara	
bca				I	L	Central Bai	
zbc				I	L	Central Berawan	
bcl				I	L	Central Bikol	
lbk				I	L	Central Bontok	
agt				I	L	Central Cagayan Agta	
grv				I	L	Central Grebo	
zch				I	L	Central Hongshuihe Zhuang	
nch				I	L	Central Huasteca Nahuatl	
hmc				I	L	Central Huishui Hmong	
knc				I	L	Central Kanuri	
ckb				I	L	Central Kurdish	
mwo				I	L	Central Maewo	
pse				I	L	Central Malay	
mxz				I	L	Central Masela	
hmm				I	L	Central Mashan Hmong	
maz				I	L	Central Mazahua	
mel				I	L	Central Melanau	
cmo				I	L	Central Mnong	
nhn				I	L	Central Nahuatl	
ncb				I	L	Central Nicobarese	
ojc				I	L	Central Ojibwa	
ryu				I	L	Central Okinawan	
plc				I	L	Central Palawano	
pbs				I	L	Central Pame	
pst				I	L	Central Pashto	
poo				I	E	Central Pomo	
ncx				I	L	Central Puebla Nahuatl	
sml				I	L	Central Sama	
ess				I	L	Central Siberian Yupik	
csm				I	L	Central Sierra Miwok	
syb				I	L	Central Subanen	
tgt				I	L	Central Tagbanwa	
tar				I	L	Central Tarahumara	
tuf				I	L	Central Tunebo	
esu				I	L	Central Yupik	
fuq				I	L	Central-Eastern Niger Fulfulde	
cme				I	L	Cerma	
cao				I	L	Chácobo	
cxh				I	L	Cha'ari	
sbf				I	L	Chabu	
quk				I	L	Chachapoyas Quechua	
cbi				I	L	Chachi	
shu				I	L	Chadian Arabic	
cds				I	L	Chadian Sign Language	
cdy				I	L	Chadong	
chg	chg	chg		I	E	Chagatai	
ciy				I	L	Chaima	
ckh				I	L	Chak	
cli				I	L	Chakali	
ckm				I	L	Chakavian	
ccp				I	L	Chakma	
cll				I	L	Chala	
cld				I	L	Chaldean Neo-Aramaic	
tgf				I	L	Chalikha	
ceg				I	L	Chamacoco	
cji				I	L	Chamalal	
cdh				I	L	Chambeali	
can				I	L	Chambri	
ccc				I	L	Chamicuro	
cha	cha	cha	ch	I	L	Chamorro	
caj				I	E	Chané	
nbc				I	L	Chang Naga	
cga				I	L	Changriwa	
cna				I	L	Changthang	
chx				I	L	Chantyal	
cra				I	L	Chara	
cdn				I	L	Chaudangsi	
crv				I	L	Chaura	
cbk				I	L	Chavacano	
cbt				I	L	Chayahuita	
mih				I	L	Chayuco Mixtec	
xtb				I	L	Chazumba Mixtec	
ruk				I	L	Che	
che	che	che	ce	I	L	Chechen	
mrn				I	L	Cheke Holo	
xch				I	E	Chemakum	
cjn				I	L	Chenapian	
cde				I	L	Chenchu	
cnu				I	L	Chenoua	
cdm				I	L	Chepang	
ycp				I	L	Chepya	
cpn				I	L	Cherepon	
chr	chr	chr		I	L	Cherokee	
ych				I	L	Chesu	
ctc				I	E	Chetco	
cwg				I	L	Chewong	
chy	chy	chy		I	L	Cheyenne	
hne				I	L	Chhattisgarhi	
ctn				I	L	Chhintange	
cur				I	L	Chhulung	
csd				I	L	Chiangmai Sign Language	
cip				I	L	Chiapanec	
chb	chb	chb		I	E	Chibcha	
trs				I	L	Chicahuaxtla Triqui	
zpv				I	L	Chichicapan Zapotec	
pei				I	L	Chichimeca-Jonaz	
cic				I	L	Chickasaw	
cob				I	E	Chicomuceltec	
cgg				I	L	Chiga	
mii				I	L	Chigmecatitlán Mixtec	
clc				I	L	Chilcotin	
csg				I	L	Chilean Sign Language	
clh				I	L	Chilisso	
csa				I	L	Chiltepec Chinantec	
zoh				I	L	Chimalapa Zoque	
cid				I	E	Chimariko	
qug				I	L	Chimborazo Highland Quichua	
cbg				I	L	Chimila	
bxu				I	L	China Buriat	
cih				I	L	Chinali	
cnb				I	L	Chinbon Chin	
qxc				I	L	Chincha Quechua	
zho	chi	zho	zh	M	L	Chinese	
cpi				I	L	Chinese Pidgin English	
csl				I	L	Chinese Sign Language	
chh				I	E	Chinook	
chn	chn	chn		I	L	Chinook jargon	
cap				I	L	Chipaya	
chp	chp	chp		I	L	Chipewyan	
ciw				I	L	Chippewa	
qxa				I	L	Chiquián Ancash Quechua	
maq				I	L	Chiquihuitlán Mazatec	
cax				I	L	Chiquitano	
nhd				I	L	Chiripá	
cdf				I	L	Chiru	
ctm				I	E	Chitimacha	
cik				I	L	Chitkuli Kinnauri	
ctg				I	L	Chittagonian	
the				I	L	Chitwania Tharu	
zpc				I	L	Choapan Zapotec	
cgk				I	L	Chocangacakha	
coz				I	L	Chochotec	
cho	cho	cho		I	L	Choctaw	
cdi				I	L	Chodri	
nri				I	L	Chokri Naga	
cjk				I	L	Chokwe	
ctu				I	L	Chol	
cht				I	E	Cholón	
cog				I	L	Chong	
cda				I	L	Choni	
coh				I	L	Chonyi-Dzihana-Kauma	
cce				I	L	Chopi	
xco				I	H	Chorasmian	
caa				I	L	Chortí	
nct				I	L	Chothe Naga	
crw				I	L	Chrau	
cje				I	L	Chru	
cqd				I	L	Chuanqiandian Cluster Miao	
cjv				I	L	Chuave	
cvg				I	L	Chug	
cac				I	L	Chuj	
cuh				I	L	Chuka	
ckt				I	L	Chukot	
cuw				I	L	Chukwa	
clw				I	L	Chulym	
ncu				I	L	Chumburung	
cnq				I	L	Chung	
cdj				I	L	Churahi	
chu	chu	chu	cu	I	H	Church Slavic	
scb				I	L	Chut	
chk	chk	chk		I	L	Chuukese	
xcv				I	E	Chuvantsy	
chv	chv	chv	cv	I	L	Chuvash	
chw				I	L	Chuwabu	
cib				I	L	Ci Gbe	
cia				I	L	Cia-Cia	
ckl				I	L	Cibak	
awc				I	L	Cicipu	
cim				I	L	Cimbrian	
cdr				I	L	Cinda-Regi-Tiyal	
cie				I	L	Cineni	
cin				I	L	Cinta Larga	
xcg				I	H	Cisalpine Gaulish	
asg				I	L	Cishingini	
txt				I	L	Citak	
tgd				I	L	Ciwogai	
clm				I	L	Clallam	
xcl				I	H	Classical Armenian	
myz				I	H	Classical Mandaic	
cmg				I	H	Classical Mongolian	
nci				I	H	Classical Nahuatl	
nwc	nwc	nwc		I	H	Classical Newari	
qwc				I	H	Classical Quechua	
cls				I	H	Classical Sanskrit	
syc	syc	syc		I	H	Classical Syriac	
xct				I	H	Classical Tibetan	
xcw				I	E	Coahuilteco	
csi				I	E	Coast Miwok	
kjc				I	L	Coastal Konjo	
zca				I	L	Coatecas Altas Zapotec	
naz				I	L	Coatepec Nahuatl	
mco				I	L	Coatlán Mixe	
zps				I	L	Coatlán Zapotec	
miz				I	L	Coatzospan Mixtec	
cod				I	L	Cocama-Cocamilla	
coj				I	E	Cochimi	
coc				I	L	Cocopa	
coa				I	L	Cocos Islands Malay	
crd				I	L	Coeur d'Alene	
con				I	L	Cofán	
kog				I	L	Cogui	
liw				I	L	Col	
csn				I	L	Colombian Sign Language	
gct				I	L	Colonia Tovar German	
cof				I	L	Colorado	
col				I	L	Columbia-Wenatchi	
cco				I	L	Comaltepec Chinantec	
com				I	L	Comanche	
xcm				I	E	Comecrudo	
cfg				I	L	Como Karim	
coo				I	L	Comox	
cno				I	L	Con	
swc				I	L	Congo Swahili	
csz				I	L	Coos	
zoc				I	L	Copainalá Zoque	
trc				I	L	Copala Triqui	
cop	cop	cop		I	E	Coptic	
coq				I	E	Coquille	
cry				I	L	Cori	
cor	cor	cor	kw	I	L	Cornish	
qwa				I	L	Corongo Ancash Quechua	
cos	cos	cos	co	I	L	Corsican	
csr				I	L	Costa Rican Sign Language	
mta				I	L	Cotabato Manobo	
xcn				I	E	Cotoname	
cow				I	E	Cowlitz	
pbf				I	L	Coyotepec Popoloca	
toc				I	L	Coyutla Totonac	
cre	cre	cre	cr	M	L	Cree	
mus	mus	mus		I	L	Creek	
crh	crh	crh		I	L	Crimean Tatar	
csq				I	L	Croatia Sign Language	
hrv	hrv	hrv	hr	I	L	Croatian	
mfn				I	L	Cross River Mbembe	
cro				I	L	Crow	
crz				I	E	Cruzeño	
cua				I	L	Cua	
csf				I	L	Cuba Sign Language	
cub				I	L	Cubeo	
cui				I	L	Cuiba	
cuy				I	L	Cuitlatec	
cul				I	L	Culina	
cuo				I	E	Cumanagoto	
xcb				I	H	Cumbric	
cuq				I	L	Cun	
xlu				I	H	Cuneiform Luwian	
cup				I	E	Cupeño	
xcu				I	H	Curonian	
kpc				I	L	Curripaco	
quz				I	L	Cusco Quechua	
ccl				I	L	Cutchi-Swahili	
cuv				I	L	Cuvok	
xtu				I	L	Cuyamecalco Mixtec	
cyo				I	L	Cuyonon	
bwy				I	L	Cwi Bwamu	
acy				I	L	Cypriot Arabic	
ces	cze	ces	cs	I	L	Czech	
cse				I	L	Czech Sign Language	
kwa				I	L	Dâw	
kzf				I	L	Da'a Kaili	
dao				I	L	Daai Chin	
bpa				I	L	Daakaka	
lni				I	L	Daantanai'	
dsh				I	L	Daasanach	
dtn				I	L	Daatsʼíin	
dbq				I	L	Daba	
dbr				I	L	Dabarre	
dbe				I	L	Dabe	
xdc				I	H	Dacian	
dda				I	E	Dadi Dadi	
mps				I	L	Dadibi	
dbd				I	L	Dadiya	
dgz				I	L	Daga	
dgd				I	L	Dagaari Dioula	
dgk				I	L	Dagba	
dag				I	L	Dagbani	
dec				I	L	Dagik	
dgn				I	E	Dagoman	
dlk				I	L	Dahalik	
dal				I	L	Dahalo	
das				I	L	Daho-Doo	
dij				I	L	Dai	
zhd				I	L	Dai Zhuang	
drb				I	L	Dair	
dkk				I	L	Dakka	
dak	dak	dak		I	L	Dakota	
dka				I	L	Dakpakha	
ngk				I	L	Dalabon	
dlm				I	E	Dalmatian	
bev				I	L	Daloa Bété	
dmm				I	L	Dama	
dam				I	L	Damakawa	
uhn				I	L	Damal	
dac				I	L	Dambi	
dml				I	L	Dameli	
dms				I	L	Dampelas	
dnj				I	L	Dan	
dnr				I	L	Danaru	
dnu				I	L	Danau	
daq				I	L	Dandami Maria	
daa				I	L	Dangaléat	
thl				I	L	Dangaura Tharu	
dan	dan	dan	da	I	L	Danish	
dsl				I	L	Danish Sign Language	
aso				I	L	Dano	
dnv				I	L	Danu	
daz				I	L	Dao	
dnd				I	L	Daonda	
djc				I	L	Dar Daju Daju	
daj				I	L	Dar Fur Daju	
dau				I	L	Dar Sila Daju	
dry				I	L	Darai	
dar	dar	dar		I	L	Dargwa	
prs				I	L	Dari	
xda				I	L	Darkinyung	
dln				I	L	Darlong	
drd				I	L	Darmiya	
dro				I	L	Daro-Matu Melanau	
dot				I	L	Dass	
tcc				I	L	Datooga	
dgw				I	E	Daungwurrung	
dta				I	L	Daur	
daw				I	L	Davawenyo	
dww				I	L	Dawawa	
ddw				I	L	Dawera-Daweloor	
dwk				I	L	Dawik Kui	
dwr				I	L	Dawro	
dai				I	L	Day	
dax				I	L	Dayi	
dzd				I	L	Daza	
dzg				I	L	Dazaga	
dcc				I	L	Deccan	
ded				I	L	Dedua	
afn				I	L	Defaka	
gbh				I	L	Defi Gbe	
mzw				I	L	Deg	
deg				I	L	Degema	
dge				I	L	Degenan	
ing				I	L	Degexit'an	
dhv				I	L	Dehu	
deh				I	L	Dehwari	
dek				I	L	Dek	
row				I	L	Dela-Oenale	
del	del	del		M	L	Delaware	
ntr				I	L	Delo	
dem				I	L	Dem	
dmx				I	L	Dema	
dei				I	L	Demisa	
dmy				I	L	Demta	
dny				I	L	Dení	
ddn				I	L	Dendi (Benin)	
deq				I	L	Dendi (Central African Republic)	
dez				I	L	Dengese	
dnk				I	L	Dengka	
dbb				I	L	Deno	
anv				I	L	Denya	
der				I	L	Deori	
kbv				I	L	Dera (Indonesia)	
kna				I	L	Dera (Nigeria)	
des				I	L	Desano	
dso				I	L	Desiya	
dwz				I	L	Dewas Rai	
dee				I	L	Dewoin	
def				I	L	Dezfuli	
dgh				I	L	Dghwede	
dhs				I	L	Dhaiso	
dhl				I	L	Dhalandji	
dhg				I	L	Dhangu-Djangu	
dhn				I	L	Dhanki	
dhw				I	L	Dhanwar (Nepal)	
nfa				I	L	Dhao	
tbh				I	E	Dharawal	
dhr				I	L	Dhargari	
xdk				I	E	Dharuk	
xgm				I	E	Dharumbal	
mki				I	L	Dhatki	
dhi				I	L	Dhimal	
div	div	div	dv	I	L	Dhivehi	
dho				I	L	Dhodia	
adf				I	L	Dhofari Arabic	
ddr				I	E	Dhudhuroa	
dhd				I	L	Dhundari	
dhx				I	L	Dhungaloo	
dhu				I	E	Dhurga	
dwu				I	L	Dhuwal	
dwy				I	L	Dhuwaya	
dia				I	L	Dia	
mbd				I	L	Dibabawon Manobo	
dby				I	L	Dibiyaso	
dio				I	L	Dibo	
bvx				I	L	Dibole	
duy				I	E	Dicamay Agta	
did				I	L	Didinga	
ddo				I	L	Dido	
dif				I	E	Dieri	
mhu				I	L	Digaro-Mishmi	
dig				I	L	Digo	
dur				I	L	Dii	
cfa				I	L	Dijim-Bwilim	
dil				I	L	Dilling	
jma				I	L	Dima	
dis				I	L	Dimasa	
dii				I	L	Dimbong	
dim				I	L	Dime	
diq				I	L	Dimli (individual language)	
diz				I	L	Ding	
din	din	din		M	L	Dinka	
nzr				I	L	Dir-Nyamzak-Mbarimi	
gdl				I	L	Dirasha	
dwa				I	L	Diri	
diu				I	L	Diriku	
dir				I	L	Dirim	
dsi				I	L	Disa	
tbz				I	L	Ditammari	
dtd				I	L	Ditidaht	
diy				I	L	Diuwe	
xtd				I	L	Diuxi-Tilantongo Mixtec	
dix				I	L	Dixon Reef	
mdx				I	L	Dizin	
dyy				I	L	Djabugay	
tjw				I	L	Djabwurrung	
dja				I	E	Djadjawurrung	
djr				I	L	Djambarrpuyngu	
djd				I	L	Djamindjung	
djf				I	E	Djangun	
djw				I	E	Djawi	
djj				I	L	Djeebbana	
dyi				I	L	Djimini Senoufo	
dji				I	L	Djinang	
djb				I	L	Djinba	
dze				I	E	Djiwarli	
kvo				I	L	Dobel	
dob				I	L	Dobu	
doe				I	L	Doe	
dgg				I	L	Doga	
dgx				I	L	Doghoro	
dos				I	L	Dogosé	
dgs				I	L	Dogoso	
dgo				I	L	Dogri (individual language)	
doi	doi	doi		M	L	Dogri (macrolanguage)	
dbg				I	L	Dogul Dom Dogon	
dbi				I	L	Doka	
uya				I	L	Doko-Uyanga	
dsk				I	L	Dokshi	
dlg				I	L	Dolgan	
dre				I	L	Dolpo	
doa				I	L	Dom	
dmk				I	L	Domaaki	
rmt				I	L	Domari	
dov				I	L	Dombe	
doq				I	L	Dominican Sign Language	
doy				I	L	Dompo	
dof				I	L	Domu	
dev				I	L	Domung	
dok				I	L	Dondo	
doh				I	L	Dong	
doo				I	L	Dongo	
ddd				I	L	Dongotono	
yik				I	L	Dongshanba Lalo	
sce				I	L	Dongxiang	
dds				I	L	Donno So Dogon	
dde				I	L	Doondo	
dor				I	L	Dori'o	
kqc				I	L	Doromu-Koki	
doz				I	L	Dorze	
dol				I	L	Doso	
dty				I	L	Dotyali	
tds				I	L	Doutai	
dow				I	L	Doyayo	
drt				I	L	Drents	
duu				I	L	Drung	
ldb				I	L	Dũya	
dua	dua	dua		I	L	Duala	
dup				I	L	Duano	
dva				I	L	Duau	
dub				I	L	Dubli	
dmu				I	L	Dubu	
ndu				I	L	Dugun	
dbm				I	L	Duguri	
dme				I	L	Dugwor	
kbz				I	L	Duhwa	
nke				I	L	Duke	
dbo				I	L	Dulbu	
duz				I	E	Duli-Gey	
dma				I	L	Duma	
duf				I	L	Dumbea	
dus				I	L	Dumi	
dmv				I	L	Dumpas	
dui				I	L	Dumun	
duc				I	L	Duna	
dng				I	L	Dungan	
raa				I	L	Dungmali	
duh				I	L	Dungra Bhil	
dbv				I	L	Dungu	
duo				I	L	Dupaninan Agta	
drq				I	E	Dura	
mvp				I	L	Duri	
dbn				I	L	Duriankere	
krp				I	L	Durop	
dug				I	L	Duruma	
pci				I	L	Duruwa	
dsn				I	E	Dusner	
dun				I	L	Dusun Deyah	
duq				I	L	Dusun Malang	
duw				I	L	Dusun Witu	
nld	dut	nld	nl	I	L	Dutch	
dse				I	L	Dutch Sign Language	
dws				I	C	Dutton World Speedwords	
dux				I	L	Duungooma	
dae				I	L	Duupa	
duv				I	L	Duvle	
dbp				I	L	Duwai	
gve				I	L	Duwet	
nnu				I	L	Dwang	
dyb				I	E	Dyaberdyaber	
dya				I	L	Dyan	
dyn				I	L	Dyangadi	
dyr				I	L	Dyarim	
dbl				I	L	Dyirbal	
dyd				I	E	Dyugun	
dyu	dyu	dyu		I	L	Dyula	
dnn				I	L	Dzùùngoo	
jen				I	L	Dza	
dzl				I	L	Dzalakha	
dzn				I	L	Dzando	
bpn				I	L	Dzao Min	
dzo	dzo	dzo	dz	I	L	Dzongkha	
eee				I	L	E	
pbh				I	L	E'ñapa Woromaipu	
yzg				I	L	E'ma Buyang	
xtr				I	H	Early Tripuri	
omb				I	L	East Ambae	
zbe				I	L	East Berawan	
dmr				I	L	East Damar	
fud				I	L	East Futuna	
kjs				I	L	East Kewa	
lma				I	L	East Limba	
mky				I	L	East Makian	
vme				I	L	East Masela	
nle				I	L	East Nyala	
tre				I	L	East Tarangan	
yuy				I	L	East Yugur	
aaq				I	E	Eastern Abnaki	
acp				I	L	Eastern Acipa	
qve				I	L	Eastern Apurímac Quechua	
aer				I	L	Eastern Arrernte	
bgp				I	L	Eastern Balochi	
gui				I	L	Eastern Bolivian Guaraní	
ebk				I	L	Eastern Bontok	
bru				I	L	Eastern Bru	
ike				I	L	Eastern Canadian Inuktitut	
cjm				I	L	Eastern Cham	
azd				I	L	Eastern Durango Nahuatl	
avl				I	L	Eastern Egyptian Bedawi Arabic	
frs	frs	frs		I	L	Eastern Frisian	
tge				I	L	Eastern Gorkha Tamang	
cly				I	L	Eastern Highland Chatino	
otm				I	L	Eastern Highland Otomi	
zeh				I	L	Eastern Hongshuihe Zhuang	
nhe				I	L	Eastern Huasteca Nahuatl	
hme				I	L	Eastern Huishui Hmong	
xrb				I	L	Eastern Karaboro	
ktv				I	L	Eastern Katu	
eky				I	L	Eastern Kayah	
kee				I	L	Eastern Keres	
cek				I	L	Eastern Khumi Chin	
kqo				I	L	Eastern Krahn	
yit				I	L	Eastern Lalu	
lwl				I	L	Eastern Lawa	
mgp				I	L	Eastern Magar	
emk				I	L	Eastern Maninkakan	
mhr				I	L	Eastern Mari	
djk				I	L	Eastern Maroon Creole	
emg				I	L	Eastern Meohang	
emq				I	L	Eastern Minyag	
mng				I	L	Eastern Mnong	
emu				I	L	Eastern Muria	
nea				I	L	Eastern Ngad'a	
nos				I	L	Eastern Nisu	
ojg				I	L	Eastern Ojibwa	
hae				I	L	Eastern Oromo	
kif				I	L	Eastern Parbate Kham	
pez				I	L	Eastern Penan	
peb				I	E	Eastern Pomo	
hmq				I	L	Eastern Qiandong Miao	
sfe				I	L	Eastern Subanen	
taj				I	L	Eastern Tamang	
bnj				I	L	Eastern Tawbuid	
muq				I	L	Eastern Xiangxi Miao	
gbx				I	L	Eastern Xwla Gbe	
